OBJID,NVOTE,N_EL,N_CS,N_CW,N_ACW,N_EDGE,N_DK,N_MG,EL,CS,CW,ACW,EDGE,DK,MG,EL_DEB,CS_DEB,EL_DEB[123],CS_DEB[123],AMATEUR,EXPERT,AMATEUR_MAJOR,HAND
587731185131520123,37,30,7,2,2,3,0,0,0.811,0.189,0.054,0.054,0.081,0.000,0.000,0.731,0.269,0.930,0.224,U,M,0,0
587731185131520129,35,30,2,1,0,1,2,1,0.857,0.057,0.029,0.000,0.029,0.057,0.029,0.849,0.065,0.929,0.071,U,M,0,0
587731186742132985,34,0,34,34,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587727226228375678,35,4,30,1,21,8,1,0,0.114,0.857,0.029,0.600,0.229,0.029,0.000,0.085,0.886,0.088,0.912,S,L,1,-1
587731187279069398,59,3,53,1,49,3,1,2,0.051,0.898,0.017,0.831,0.051,0.017,0.034,0.010,0.938,0.011,0.989,S,L,1,-1
587730774963847330,31,27,3,0,2,1,1,0,0.871,0.097,0.000,0.065,0.032,0.032,0.000,0.865,0.102,0.966,0.034,U,M,0,0
587731186742198306,64,3,60,1,54,5,1,0,0.047,0.938,0.016,0.844,0.078,0.016,0.000,0.015,0.969,0.015,0.985,S,L,1,-1
588290880564822166,28,6,22,1,17,4,0,0,0.214,0.786,0.036,0.607,0.143,0.000,0.000,0.052,0.948,0.052,0.948,S,M,1,0
588290882175500322,28,10,16,10,0,6,2,0,0.357,0.571,0.357,0.000,0.214,0.071,0.000,0.132,0.780,0.238,0.870,U,L,1,1
588015507660210234,33,22,9,0,0,9,2,0,0.667,0.273,0.000,0.000,0.273,0.061,0.000,0.667,0.273,0.819,0.316,U,M,0,0
587727178450927717,39,14,25,0,2,23,0,0,0.359,0.641,0.000,0.051,0.590,0.000,0.000,0.273,0.727,0.394,0.606,U,M,1,0
588015509270823087,24,17,6,0,0,6,1,0,0.708,0.250,0.000,0.000,0.250,0.042,0.000,0.708,0.250,0.853,0.262,U,M,0,0
588015507660210255,55,8,47,1,37,9,0,0,0.145,0.855,0.018,0.673,0.164,0.000,0.000,0.050,0.950,0.050,0.950,S,L,1,-1
587727179524669464,22,5,16,0,12,4,1,0,0.227,0.727,0.000,0.545,0.182,0.045,0.000,0.126,0.826,0.235,0.862,S,L,1,-1
587730773890236613,32,22,6,0,1,5,4,0,0.688,0.188,0.000,0.031,0.156,0.125,0.000,0.679,0.196,0.865,0.264,U,M,0,0
587731186205458554,40,6,33,1,24,8,1,0,0.150,0.825,0.025,0.600,0.200,0.025,0.000,0.028,0.944,0.029,0.971,S,L,1,-1
588015507660275817,50,43,5,0,2,3,2,0,0.860,0.100,0.000,0.040,0.060,0.040,0.000,0.635,0.303,0.835,0.337,U,M,0,0
587731185131716720,36,7,26,1,16,9,3,0,0.194,0.722,0.028,0.444,0.250,0.083,0.000,0.053,0.853,0.058,0.942,S,L,1,-1
587731187816071307,55,1,51,48,0,3,0,3,0.018,0.927,0.873,0.000,0.055,0.000,0.055,0.018,0.927,0.019,0.981,S,L,1,1
588290882175631490,26,23,2,1,1,0,1,0,0.885,0.077,0.038,0.038,0.000,0.038,0.000,0.885,0.077,0.920,0.080,E,M,0,0
588290880565018738,74,1,72,59,0,13,0,1,0.014,0.973,0.797,0.000,0.176,0.000,0.014,0.004,0.983,0.004,0.996,S,L,1,1
587731186205524071,24,9,14,0,1,13,1,0,0.375,0.583,0.000,0.042,0.542,0.042,0.000,0.375,0.583,0.462,0.538,U,M,1,0
587731185668653188,28,0,28,0,27,1,0,0,0.000,1.000,0.000,0.964,0.036,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588290879491276891,44,0,33,31,2,0,1,10,0.000,0.750,0.705,0.045,0.000,0.023,0.227,0.000,0.750,0.000,1.000,U,L,1,1
588015508197212201,27,0,27,26,1,0,0,0,0.000,1.000,0.963,0.037,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588015509270954123,27,27,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
588015510344695925,30,24,3,0,1,2,3,0,0.800,0.100,0.000,0.033,0.067,0.100,0.000,0.800,0.100,0.927,0.073,U,M,0,0
587731186205524102,27,27,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
588290882175631517,59,20,38,1,0,37,0,1,0.339,0.644,0.017,0.000,0.627,0.000,0.017,0.186,0.795,0.378,0.809,S,M,1,0
587727226228572258,42,41,1,0,0,1,0,0,0.976,0.024,0.000,0.000,0.024,0.000,0.000,0.911,0.089,0.911,0.089,E,M,0,0
587727226765443232,20,19,1,0,0,1,0,0,0.950,0.050,0.000,0.000,0.050,0.000,0.000,0.907,0.093,1.028,-0.028,U,M,0,0
587731187279265955,24,22,0,0,0,0,2,0,0.917,0.000,0.000,0.000,0.000,0.083,0.000,0.917,0.000,1.000,0.000,E,M,0,0
587731187279265981,32,1,31,31,0,0,0,0,0.031,0.969,0.969,0.000,0.000,0.000,0.000,0.011,0.989,0.011,0.989,S,L,1,1
587727227839250688,20,2,15,12,1,2,3,0,0.100,0.750,0.600,0.050,0.100,0.150,0.000,0.026,0.814,0.031,0.969,U,L,1,1
587731186742394983,35,1,34,34,0,0,0,0,0.029,0.971,0.971,0.000,0.000,0.000,0.000,0.029,0.971,0.029,0.971,S,L,1,1
587727225154895967,25,6,10,0,5,5,0,9,0.240,0.400,0.000,0.200,0.200,0.000,0.360,0.173,0.454,0.397,0.603,U,L,1,-1
587731187279265994,54,0,53,0,53,0,0,1,0.000,0.981,0.000,0.981,0.000,0.000,0.019,0.000,0.981,0.000,1.000,S,L,1,-1
588290882175697039,32,32,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
587731187279331410,30,0,30,28,0,2,0,0,0.000,1.000,0.933,0.000,0.067,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
588015508734148754,33,0,33,0,33,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587731186205589602,61,52,8,0,0,8,1,0,0.852,0.131,0.000,0.000,0.131,0.016,0.000,0.754,0.228,0.955,0.239,U,M,0,0
588290882175697053,26,17,6,0,1,5,3,0,0.654,0.231,0.000,0.038,0.192,0.115,0.000,0.579,0.301,0.743,0.369,U,M,0,0
587727226765508728,33,2,28,27,1,0,0,3,0.061,0.848,0.818,0.030,0.000,0.000,0.091,0.011,0.894,0.012,0.988,S,L,1,1
588015507660406905,46,2,36,35,0,1,2,6,0.043,0.783,0.761,0.000,0.022,0.043,0.130,0.010,0.811,0.012,0.988,S,L,1,1
588015508734148696,55,49,4,2,0,2,2,0,0.891,0.073,0.036,0.000,0.036,0.036,0.000,0.823,0.138,0.906,0.094,U,M,0,0
587731187279331389,30,8,22,17,1,4,0,0,0.267,0.733,0.567,0.033,0.133,0.000,0.000,0.185,0.815,0.341,0.782,S,L,1,1
587730773890433205,27,26,0,0,0,0,1,0,0.963,0.000,0.000,0.000,0.000,0.037,0.000,0.963,0.000,1.000,0.000,E,M,0,0
587731185131913345,31,10,21,0,20,1,0,0,0.323,0.677,0.000,0.645,0.032,0.000,0.000,0.112,0.888,0.275,0.848,S,L,1,-1
587730773890433249,29,26,1,0,0,1,2,0,0.897,0.034,0.000,0.000,0.034,0.069,0.000,0.859,0.069,0.926,0.074,E,M,0,0
588290880028278941,24,10,13,5,0,8,0,1,0.417,0.542,0.208,0.000,0.333,0.000,0.042,0.132,0.812,0.302,0.799,S,L,1,1
587727180061802659,31,25,6,1,0,5,0,0,0.806,0.194,0.032,0.000,0.161,0.000,0.000,0.806,0.194,0.927,0.073,U,M,0,0
587730773890498681,28,8,18,15,0,3,1,1,0.286,0.643,0.536,0.000,0.107,0.036,0.036,0.097,0.819,0.216,0.892,S,L,1,1
587731185668849799,27,0,27,23,1,3,0,0,0.000,1.000,0.852,0.037,0.111,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731186205720699,23,20,2,0,0,2,1,0,0.870,0.087,0.000,0.000,0.087,0.043,0.000,0.841,0.115,0.951,0.049,U,M,0,0
587727180598673493,33,2,30,0,27,3,0,1,0.061,0.909,0.000,0.818,0.091,0.000,0.030,0.061,0.909,0.063,0.937,S,L,1,-1
587730772816756853,39,27,12,0,3,9,0,0,0.692,0.308,0.000,0.077,0.231,0.000,0.000,0.692,0.308,0.884,0.275,U,M,0,0
587731185668849851,64,60,1,0,1,0,3,0,0.938,0.016,0.000,0.016,0.000,0.047,0.000,0.914,0.037,0.961,0.039,E,M,0,0
588015508197408901,14,8,4,0,0,4,2,0,0.571,0.286,0.000,0.000,0.286,0.143,0.000,0.445,0.399,0.527,0.473,U,M,0,0
588015508734345285,33,24,6,0,1,5,2,1,0.727,0.182,0.000,0.030,0.152,0.061,0.030,0.699,0.209,0.883,0.252,U,M,0,0
588015510344958052,28,0,27,27,0,0,1,0,0.000,0.964,0.964,0.000,0.000,0.036,0.000,0.000,0.964,0.000,1.000,S,L,1,1
587731185668849945,33,2,31,0,30,1,0,0,0.061,0.939,0.000,0.909,0.030,0.000,0.000,0.035,0.965,0.035,0.965,S,L,1,-1
587731185668915281,45,32,10,0,4,6,3,0,0.711,0.222,0.000,0.089,0.133,0.067,0.000,0.488,0.426,0.534,0.466,U,M,0,0
587727225691963531,67,15,47,5,0,42,5,0,0.224,0.701,0.075,0.000,0.627,0.075,0.000,0.057,0.856,0.062,0.938,S,L,1,1
587731186205786214,42,1,41,40,0,1,0,0,0.024,0.976,0.952,0.000,0.024,0.000,0.000,0.024,0.976,0.024,0.976,S,L,1,1
588015508734345336,24,8,6,0,0,6,2,8,0.333,0.250,0.000,0.000,0.250,0.083,0.333,0.304,0.275,0.525,0.475,U,M,0,0
587727225155092569,29,22,3,0,0,3,4,0,0.759,0.103,0.000,0.000,0.103,0.138,0.000,0.759,0.103,0.912,0.088,U,M,0,0
587731185132044450,33,1,32,29,0,3,0,0,0.030,0.970,0.879,0.000,0.091,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,1
587731186205786263,61,60,0,0,0,0,0,1,0.984,0.000,0.000,0.000,0.000,0.000,0.016,0.984,0.000,1.000,0.000,E,M,0,0
587727178451320921,31,28,3,0,1,2,0,0,0.903,0.097,0.000,0.032,0.065,0.000,0.000,0.804,0.196,0.925,0.075,U,M,0,0
587727225155092588,46,26,17,1,7,9,2,1,0.565,0.370,0.022,0.152,0.196,0.043,0.022,0.402,0.525,0.434,0.566,U,M,0,0
587727225691963576,24,2,22,0,21,1,0,0,0.083,0.917,0.000,0.875,0.042,0.000,0.000,0.022,0.978,0.022,0.978,S,L,1,-1
587727178988191902,36,29,2,0,0,2,2,3,0.806,0.056,0.000,0.000,0.056,0.056,0.083,0.718,0.125,0.902,0.098,U,M,0,0
587727225155158121,29,26,1,1,0,0,1,1,0.897,0.034,0.034,0.000,0.000,0.034,0.034,0.871,0.058,0.938,0.062,E,M,0,0
587730774427500730,58,0,58,0,58,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587730775501242537,31,27,4,1,1,2,0,0,0.871,0.129,0.032,0.032,0.065,0.000,0.000,0.747,0.253,0.938,0.201,U,M,0,0
587727227839512712,23,1,22,0,21,1,0,0,0.043,0.957,0.000,0.913,0.043,0.000,0.000,0.043,0.957,0.043,0.957,S,L,1,-1
588015509271281831,31,0,31,1,30,0,0,0,0.000,1.000,0.032,0.968,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588290881102217448,38,3,35,0,17,18,0,0,0.079,0.921,0.000,0.447,0.474,0.000,0.000,0.027,0.973,0.027,0.973,S,L,1,-1
587727225155158163,26,6,20,6,0,14,0,0,0.231,0.769,0.231,0.000,0.538,0.000,0.000,0.101,0.899,0.255,0.856,S,L,1,1
588290881102217482,32,30,1,0,0,1,1,0,0.938,0.031,0.000,0.000,0.031,0.031,0.000,0.923,0.045,0.954,0.046,E,M,0,0
588290881639153830,36,32,1,0,0,1,3,0,0.889,0.028,0.000,0.000,0.028,0.083,0.000,0.889,0.028,0.969,0.031,E,M,0,0
587727179525193788,74,57,7,0,0,7,10,0,0.770,0.095,0.000,0.000,0.095,0.135,0.000,0.608,0.219,0.873,0.320,U,L,0,1
587727177914581077,32,7,25,0,20,5,0,0,0.219,0.781,0.000,0.625,0.156,0.000,0.000,0.049,0.951,0.049,0.951,S,L,1,-1
587727180062064786,37,0,37,35,0,2,0,0,0.000,1.000,0.946,0.000,0.054,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587727178451452024,52,48,4,0,0,4,0,0,0.923,0.077,0.000,0.000,0.077,0.000,0.000,0.797,0.203,0.918,0.082,U,L,0,1
587727177914581090,39,36,3,0,1,2,0,0,0.923,0.077,0.000,0.026,0.051,0.000,0.000,0.910,0.090,0.910,0.090,E,M,0,0
587727225692094596,35,5,28,23,1,4,2,0,0.143,0.800,0.657,0.029,0.114,0.057,0.000,0.032,0.905,0.034,0.966,S,L,1,1
587731186742788238,28,1,27,0,26,1,0,0,0.036,0.964,0.000,0.929,0.036,0.000,0.000,0.009,0.991,0.009,0.991,S,L,1,-1
587727179525193826,37,6,31,31,0,0,0,0,0.162,0.838,0.838,0.000,0.000,0.000,0.000,0.080,0.920,0.080,0.920,S,L,1,1
587730773890695410,37,2,35,34,0,1,0,0,0.054,0.946,0.919,0.000,0.027,0.000,0.000,0.010,0.990,0.010,0.990,S,L,1,1
587730774964502681,23,0,23,16,1,6,0,0,0.000,1.000,0.696,0.043,0.261,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731186742853707,25,10,12,1,0,11,2,1,0.400,0.480,0.040,0.000,0.440,0.080,0.040,0.137,0.706,0.255,0.841,U,L,1,1
587727225155289168,26,14,11,1,1,9,1,0,0.538,0.423,0.038,0.038,0.346,0.038,0.000,0.524,0.438,0.545,0.455,U,M,0,0
588015507660800161,38,32,6,3,2,1,0,0,0.842,0.158,0.079,0.053,0.026,0.000,0.000,0.699,0.301,0.904,0.252,U,M,0,0
587727178988388448,36,18,13,0,4,9,2,3,0.500,0.361,0.000,0.111,0.250,0.056,0.083,0.324,0.516,0.436,0.564,U,M,0,0
587727177914646552,59,35,13,4,1,8,11,0,0.593,0.220,0.068,0.017,0.136,0.186,0.000,0.593,0.220,0.836,0.344,U,M,0,0
587731185132241025,48,30,16,0,5,11,2,0,0.625,0.333,0.000,0.104,0.229,0.042,0.000,0.461,0.492,0.484,0.516,U,M,0,0
587727225155354763,31,0,31,31,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731186742919301,46,2,38,9,0,29,2,4,0.043,0.826,0.196,0.000,0.630,0.043,0.087,0.015,0.852,0.017,0.983,S,L,1,1
587727225155354652,32,0,32,0,32,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588015508734607459,31,25,5,1,1,3,1,0,0.806,0.161,0.032,0.032,0.097,0.032,0.000,0.667,0.296,0.831,0.302,U,M,0,0
587727226765967493,37,35,2,1,0,1,0,0,0.946,0.054,0.027,0.000,0.027,0.000,0.000,0.917,0.083,0.917,0.083,U,M,0,0
587727180062195851,31,0,31,0,31,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588290881102414008,54,17,36,2,24,10,1,0,0.315,0.667,0.037,0.444,0.185,0.019,0.000,0.062,0.914,0.064,0.936,S,L,1,-1
587731186206113934,36,32,4,2,1,1,0,0,0.889,0.111,0.056,0.028,0.028,0.000,0.000,0.849,0.151,0.970,0.030,E,M,0,0
588290881639350458,36,1,35,0,35,0,0,0,0.028,0.972,0.000,0.972,0.000,0.000,0.000,0.028,0.972,0.028,0.972,S,L,1,-1
587731186206113980,22,20,1,0,0,1,1,0,0.909,0.045,0.000,0.000,0.045,0.045,0.000,0.871,0.082,0.914,0.086,U,M,0,0
587731187279921175,58,2,34,0,33,1,0,22,0.034,0.586,0.000,0.569,0.017,0.000,0.379,0.034,0.586,0.055,0.945,U,L,1,-1
588290882176221360,58,55,3,0,1,2,0,0,0.948,0.052,0.000,0.017,0.034,0.000,0.000,0.825,0.175,0.946,0.054,U,M,0,0
588015507660996744,31,22,3,1,0,2,0,6,0.710,0.097,0.032,0.000,0.065,0.000,0.194,0.654,0.145,0.940,0.060,U,M,0,0
587731185669308555,76,68,7,2,2,3,1,0,0.895,0.092,0.026,0.026,0.039,0.013,0.000,0.799,0.186,0.882,0.118,U,M,0,0
587730774964699287,58,55,0,0,0,0,1,2,0.948,0.000,0.000,0.000,0.000,0.017,0.034,0.948,0.000,1.000,0.000,E,M,0,0
588290881102544934,27,0,22,0,22,0,0,5,0.000,0.815,0.000,0.815,0.000,0.000,0.185,0.000,0.815,0.000,1.000,S,L,1,-1
587731186206179425,30,30,0,0,0,0,0,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,E,M,0,0
588015510345351333,45,16,27,11,3,13,2,0,0.356,0.600,0.244,0.067,0.289,0.044,0.000,0.101,0.841,0.217,0.934,U,L,1,1
588290881102610595,47,33,9,2,0,7,5,0,0.702,0.191,0.043,0.000,0.149,0.106,0.000,0.693,0.200,0.888,0.277,U,M,0,0
587727177914908742,29,20,9,0,3,6,0,0,0.690,0.310,0.000,0.103,0.207,0.000,0.000,0.445,0.555,0.445,0.555,U,M,0,0
587730773354217594,57,17,34,11,6,17,5,1,0.298,0.596,0.193,0.105,0.298,0.088,0.018,0.181,0.706,0.290,0.879,U,L,1,-1
588015509808611441,36,8,26,1,22,3,1,1,0.222,0.722,0.028,0.611,0.083,0.028,0.028,0.044,0.890,0.047,0.953,S,L,1,-1
587731185132568730,31,24,4,1,0,3,3,0,0.774,0.129,0.032,0.000,0.097,0.097,0.000,0.774,0.129,0.895,0.105,U,M,0,0
587727180062457921,32,7,25,1,20,4,0,0,0.219,0.781,0.031,0.625,0.125,0.000,0.000,0.219,0.781,0.372,0.756,U,L,1,-1
588290882176417925,62,0,62,0,62,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587731185132634206,26,1,25,0,25,0,0,0,0.038,0.962,0.000,0.962,0.000,0.000,0.000,0.038,0.962,0.038,0.962,S,L,1,-1
588015507661193352,48,34,14,2,0,12,0,0,0.708,0.292,0.042,0.000,0.250,0.000,0.000,0.349,0.651,0.470,0.530,U,M,0,0
588290881639612554,39,28,7,2,1,4,1,3,0.718,0.179,0.051,0.026,0.103,0.026,0.077,0.516,0.353,0.743,0.400,U,M,0,0
587731185132634265,26,20,2,1,0,1,4,0,0.769,0.077,0.038,0.000,0.038,0.154,0.000,0.769,0.077,0.940,0.060,U,M,0,0
587731185132699742,31,12,17,2,2,13,2,0,0.387,0.548,0.065,0.065,0.419,0.065,0.000,0.099,0.814,0.207,0.907,U,L,1,-1
588290879492128944,35,5,27,2,13,12,1,2,0.143,0.771,0.057,0.371,0.343,0.029,0.057,0.034,0.872,0.038,0.962,S,L,1,-1
587727225692618869,22,2,20,0,20,0,0,0,0.091,0.909,0.000,0.909,0.000,0.000,0.000,0.068,0.932,0.068,0.932,S,L,1,-1
588290881102807176,28,2,25,0,25,0,0,1,0.071,0.893,0.000,0.893,0.000,0.000,0.036,0.044,0.920,0.046,0.954,S,L,1,-1
587731187280183505,27,12,11,2,0,9,4,0,0.444,0.407,0.074,0.000,0.333,0.148,0.000,0.383,0.466,0.451,0.549,U,L,0,1
587731185132699764,32,11,21,3,3,15,0,0,0.344,0.656,0.094,0.094,0.469,0.000,0.000,0.344,0.656,0.465,0.535,U,M,1,0
587731185132765274,44,29,8,1,0,7,7,0,0.659,0.182,0.023,0.000,0.159,0.159,0.000,0.659,0.182,0.881,0.272,U,M,0,0
588015508198195325,36,21,11,1,0,10,2,2,0.583,0.306,0.028,0.000,0.278,0.056,0.056,0.583,0.306,0.764,0.373,U,M,0,0
588290880565936345,21,3,18,0,15,3,0,0,0.143,0.857,0.000,0.714,0.143,0.000,0.000,0.031,0.969,0.031,0.969,S,L,1,-1
587731185669636133,50,36,3,0,1,2,1,10,0.720,0.060,0.000,0.020,0.040,0.020,0.200,0.656,0.108,0.930,0.070,U,M,0,0
587731185669636134,60,36,9,0,0,9,0,15,0.600,0.150,0.000,0.000,0.150,0.000,0.250,0.513,0.220,0.914,0.259,U,M,0,0
588015508198195337,39,36,1,0,0,1,1,1,0.923,0.026,0.000,0.000,0.026,0.026,0.026,0.896,0.051,0.946,0.054,E,M,0,0
588290879492259979,30,1,29,28,1,0,0,0,0.033,0.967,0.933,0.033,0.000,0.000,0.000,0.013,0.987,0.013,0.987,S,L,1,1
587731186206507141,28,23,0,0,0,0,4,1,0.821,0.000,0.000,0.000,0.000,0.143,0.036,0.821,0.000,1.000,0.000,E,M,0,0
588015508198195369,31,28,3,3,0,0,0,0,0.903,0.097,0.097,0.000,0.000,0.000,0.000,0.787,0.213,0.908,0.092,U,M,0,0
587730773354414192,35,1,34,29,1,4,0,0,0.029,0.971,0.829,0.029,0.114,0.000,0.000,0.029,0.971,0.029,0.971,S,L,1,1
587727179525783739,24,1,23,1,22,0,0,0,0.042,0.958,0.042,0.917,0.000,0.000,0.000,0.014,0.986,0.014,0.986,S,L,1,-1
587731185132765311,32,21,10,0,2,8,1,0,0.656,0.312,0.000,0.062,0.250,0.031,0.000,0.656,0.312,0.806,0.330,U,M,0,0
587731186206507199,26,0,26,0,23,3,0,0,0.000,1.000,0.000,0.885,0.115,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
587731186206507205,28,2,25,0,23,2,1,0,0.071,0.893,0.000,0.821,0.071,0.036,0.000,0.013,0.949,0.014,0.986,S,L,1,-1
588015508198260810,69,68,0,0,0,0,1,0,0.986,0.000,0.000,0.000,0.000,0.014,0.000,0.986,0.000,1.000,0.000,E,M,0,0
587730773891285162,23,0,22,22,0,0,0,1,0.000,0.957,0.957,0.000,0.000,0.000,0.043,0.000,0.957,0.000,1.000,S,L,1,1
588290881639743547,26,0,25,25,0,0,0,1,0.000,0.962,0.962,0.000,0.000,0.000,0.038,0.000,0.962,0.000,1.000,S,L,1,1
587727226229620850,37,8,28,1,16,11,1,0,0.216,0.757,0.027,0.432,0.297,0.027,0.000,0.077,0.892,0.079,0.921,S,L,1,-1
588015507661389943,30,0,30,30,0,0,0,0,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,1
587731185132830864,32,26,3,0,2,1,3,0,0.812,0.094,0.000,0.062,0.031,0.094,0.000,0.694,0.197,0.885,0.247,U,M,0,0
587727178452107412,29,0,29,1,27,1,0,0,0.000,1.000,0.034,0.931,0.034,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588290880029196441,66,2,58,3,50,5,2,4,0.030,0.879,0.045,0.758,0.076,0.030,0.061,0.030,0.879,0.033,0.967,S,L,1,-1
588290880566067265,33,1,32,0,32,0,0,0,0.030,0.970,0.000,0.970,0.000,0.000,0.000,0.030,0.970,0.030,0.970,S,L,1,-1
588290880566132939,26,0,26,0,26,0,0,0,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,S,L,1,-1
588015509808939099,39,0,38,37,1,0,1,0,0.000,0.974,0.949,0.026,0.000,0.026,0.000,0.000,0.974,0.000,1.000,S,L,1,1
587727227303428209,30,16,12,2,1,9,2,0,0.533,0.400,0.067,0.033,0.300,0.067,0.000,0.212,0.692,0.341,0.773,U,L,0,1
587730773891416215,34,25,7,0,0,7,2,0,0.735,0.206,0.000,0.000,0.206,0.059,0.000,0.648,0.290,0.809,0.329,U,M,0,0
587731186206638141,20,3,17,17,0,0,0,0,0.150,0.850,0.850,0.000,0.000,0.000,0.000,0.064,0.936,0.064,0.936,S,L,1,1
587731187817250970,72,66,3,1,0,2,2,1,0.917,0.042,0.014,0.000,0.028,0.028,0.014,0.863,0.093,0.953,0.047,U,M,0,0
587730775502028962,63,55,4,0,0,4,4,0,0.873,0.063,0.000,0.000,0.063,0.063,0.000,0.873,0.063,0.933,0.067,E,M,0,0
587727226766622798,54,38,12,1,6,5,4,0,0.704,0.222,0.019,0.111,0.093,0.074,0.000,0.704,0.222,0.888,0.296,U,M,0,0
588015507661520918,44,1,43,1,41,1,0,0,0.023,0.977,0.023,0.932,0.023,0.000,0.000,0.023,0.977,0.023,0.977,S,L,1,-1
587731185669832788,33,8,25,10,2,13,0,0,0.242,0.758,0.303,0.061,0.394,0.000,0.000,0.242,0.758,0.396,0.735,S,L,1,1
588290881103003849,35,20,15,9,0,6,0,0,0.571,0.429,0.257,0.000,0.171,0.000,0.000,0.209,0.791,0.396,0.739,S,L,0,1
587731185132961882,33,24,7,3,0,4,2,0,0.727,0.212,0.091,0.000,0.121,0.061,0.000,0.727,0.212,0.886,0.250,U,M,0,0
588290882176811103,46,6,33,0,1,32,1,6,0.130,0.717,0.000,0.022,0.696,0.022,0.130,0.035,0.800,0.042,0.958,S,L,1,1
588015510345875606,28,2,26,23,0,3,0,0,0.071,0.929,0.821,0.000,0.107,0.000,0.000,0.071,0.929,0.071,0.929,S,L,1,1
587727227303493771,34,29,5,0,1,4,0,0,0.853,0.147,0.000,0.029,0.118,0.000,0.000,0.811,0.189,0.932,0.068,U,M,0,0
588015508735328323,62,60,2,0,0,2,0,0,0.968,0.032,0.000,0.000,0.032,0.000,0.000,0.882,0.118,1.003,-0.003,E,M,0,0
587730773354610868,65,0,64,26,7,31,1,0,0.000,0.985,0.400,0.108,0.477,0.015,0.000,0.000,0.985,0.000,1.000,S,L,1,1
587727180062916662,65,64,1,0,1,0,0,0,0.985,0.015,0.000,0.015,0.000,0.000,0.000,0.977,0.023,0.977,0.023,E,M,0,0
587730774965223682,47,40,6,3,0,3,1,0,0.851,0.128,0.064,0.000,0.064,0.021,0.000,0.618,0.351,0.813,0.357,U,L,0,1
588015509809135731,23,1,22,22,0,0,0,0,0.043,0.957,0.957,0.000,0.000,0.000,0.000,0.032,0.968,0.032,0.968,S,L,1,1
587730774965289001,34,1,29,2,26,1,0,4,0.029,0.853,0.059,0.765,0.029,0.000,0.118,0.029,0.853,0.033,0.967,S,L,1,-1
588015509272264782,31,3,28,25,0,3,0,0,0.097,0.903,0.806,0.000,0.097,0.000,0.000,0.094,0.906,0.243,0.882,S,L,1,1
587727226229817491,28,0,25,0,25,0,0,3,0.000,0.893,0.000,0.893,0.000,0.000,0.107,0.000,0.893,0.000,1.000,S,L,1,-1
588015510346006654,38,33,3,0,0,3,2,0,0.868,0.079,0.000,0.000,0.079,0.053,0.000,0.759,0.180,0.943,0.209,U,M,0,0
587731187280576623,35,31,4,1,0,3,0,0,0.886,0.114,0.029,0.000,0.086,0.000,0.000,0.742,0.258,0.943,0.206,U,M,0,0
588015508198522995,29,26,2,0,1,1,0,1,0.897,0.069,0.000,0.034,0.034,0.000,0.034,0.811,0.150,0.965,0.035,U,M,0,0
587730775502160073,57,42,11,2,5,4,4,0,0.737,0.193,0.035,0.088,0.070,0.070,0.000,0.673,0.254,0.863,0.325,U,M,0,0
588290882176876706,25,20,0,0,0,0,0,5,0.800,0.000,0.000,0.000,0.000,0.000,0.200,0.800,0.000,1.000,0.000,U,M,0,0
587727227303624798,44,2,38,0,35,3,0,4,0.045,0.864,0.000,0.795,0.068,0.000,0.091,0.030,0.879,0.033,0.967,S,L,1,-1
